"BBL_SPECIES_ID","BBL_SPECIES_NAME","BBL_SCI_NAME","EBIRD_SPECIES_CODE","EBIRD_PRIMARY_COM_NAME","EBIRD_SCI_NAME","EBIRD_CATEGORY","EBIRDST_CODE"
5261,"European Goldfinch","Carduelis carduelis","eurgol","European Goldfinch","Carduelis carduelis","species",NA
5330,"Pine Siskin","Spinus pinus","pinsis","Pine Siskin","Spinus pinus","species","pinsis"
5300,"Lesser Goldfinch","Spinus psaltria","lesgol","Lesser Goldfinch","Spinus psaltria","species","lesgol"
5310,"Lawrence's Goldfinch","Spinus lawrencei","lawgol","Lawrence's Goldfinch","Spinus lawrencei","species","lawgol"
5290,"American Goldfinch","Spinus tristis","amegfi","American Goldfinch","Spinus tristis","species","amegfi"
5331,"Common Canary","Serinus canaria","comcan","Island Canary","Serinus canaria","species",NA
5360,"Lapland Longspur","Calcarius lapponicus","laplon","Lapland Longspur","Calcarius lapponicus","species","laplon"
5380,"Chestnut-collared Longspur","Calcarius ornatus","chclon","Chestnut-collared Longspur","Calcarius ornatus","species","chclon"
5370,"Smith's Longspur","Calcarius pictus","smilon","Smith's Longspur","Calcarius pictus","species","smilon"
5390,"McCown's Longspur","Rhynchophanes mccownii","mcclon","Thick-billed Longspur","Rhynchophanes mccownii","species","mcclon"
5340,"Snow Bunting","Plectrophenax nivalis","snobun","Snow Bunting","Plectrophenax nivalis","species","snobun"
5350,"McKay's Bunting","Plectrophenax hyperboreus","mckbun","McKay's Bunting","Plectrophenax hyperboreus","species","mckbun"
5351,"Rustic Bunting","Emberiza rustica","rusbun","Rustic Bunting","Emberiza rustica","species","rusbun"
5790,"Rufous-winged Sparrow","Peucaea carpalis","ruwspa","Rufous-winged Sparrow","Peucaea carpalis","species","ruwspa"
5760,"Botteri's Sparrow","Peucaea botterii","botspa","Botteri's Sparrow","Peucaea botterii","species","botspa"
5780,"Cassin's Sparrow","Peucaea cassinii","casspa","Cassin's Sparrow","Peucaea cassinii","species","casspa"
5750,"Bachman's Sparrow","Peucaea aestivalis","bacspa","Bachman's Sparrow","Peucaea aestivalis","species","bacspa"
5460,"Grasshopper Sparrow","Ammodramus savannarum","graspa","Grasshopper Sparrow","Ammodramus savannarum","species","graspa"
5464,"Florida Grasshopper Sparrow","Ammodramus savannarum floridanus","graspa","Grasshopper Sparrow","Ammodramus savannarum","species","graspa"
5860,"Olive Sparrow","Arremonops rufivirgatus","olispa","Olive Sparrow","Arremonops rufivirgatus","species","olispa"
5742,"Five-striped Sparrow","Amphispizopsis quinquestriata","fisspa","Five-striped Sparrow","Amphispizopsis quinquestriata","species","fisspa"
5730,"Black-throated Sparrow","Amphispiza bilineata","bktspa","Black-throated Sparrow","Amphispiza bilineata","species","bktspa"
5520,"Lark Sparrow","Chondestes grammacus","larspa","Lark Sparrow","Chondestes grammacus","species","larspa"
6050,"Lark Bunting","Calamospiza melanocorys","larbun","Lark Bunting","Calamospiza melanocorys","species","larbun"
5600,"Chipping Sparrow","Spizella passerina","chispa","Chipping Sparrow","Spizella passerina","species","chispa"
5610,"Clay-colored Sparrow","Spizella pallida","clcspa","Clay-colored Sparrow","Spizella pallida","species","clcspa"
5650,"Black-chinned Sparrow","Spizella atrogularis","bkcspa","Black-chinned Sparrow","Spizella atrogularis","species","bkcspa"
5630,"Field Sparrow","Spizella pusilla","fiespa","Field Sparrow","Spizella pusilla","species","fiespa"
5620,"Brewer's Sparrow","Spizella breweri","brespa","Brewer's Sparrow","Spizella breweri","species","brespa"
5640,"Worthen's Sparrow","Spizella wortheni","worspa","Worthen's Sparrow","Spizella wortheni","species",NA
5850,"Fox Sparrow","Passerella iliaca","foxspa","Fox Sparrow","Passerella iliaca","species","foxspa"
5590,"American Tree Sparrow","Spizelloides arborea","amtspa","American Tree Sparrow","Spizelloides arborea","species","amtspa"
5677,"Unidentified Dark-eyed Junco","Junco hyemalis","daejun","Dark-eyed Junco","Junco hyemalis","species","daejun"
5660,"White-winged Junco","Junco hyemalis aikeni","daejun","Dark-eyed Junco","Junco hyemalis","species","daejun"
5690,"Gray-headed Junco","Junco hyemalis caniceps","daejun","Dark-eyed Junco","Junco hyemalis","species","daejun"
5670,"Slate-colored Junco","Junco hyemalis hyemalis","daejun","Dark-eyed Junco","Junco hyemalis","species","daejun"
5671,"Oregon Junco","Junco hyemalis oreganus","daejun","Dark-eyed Junco","Junco hyemalis","species","daejun"
5700,"Yellow-eyed Junco","Junco phaeonotus","yeejun","Yellow-eyed Junco","Junco phaeonotus","species","yeejun"
5581,"Rufous-collared Sparrow","Zonotrichia capensis","rucspa1","Rufous-collared Sparrow","Zonotrichia capensis","species","rucspa1"
5540,"White-crowned Sparrow","Zonotrichia leucophrys","whcspa","White-crowned Sparrow","Zonotrichia leucophrys","species","whcspa"
5550,"Gambel's White-crowned Sparrow","Zonotrichia leucophrys gambelii","whcspa","White-crowned Sparrow","Zonotrichia leucophrys","species","whcspa"
5541,"Eastern White-crowned Sparrow","Zonotrichia leucophrys leucophrys","whcspa","White-crowned Sparrow","Zonotrichia leucophrys","species","whcspa"
5560,"Nuttall's White-crowned Sparrow","Zonotrichia leucophrys nuttalli","whcspa","White-crowned Sparrow","Zonotrichia leucophrys","species","whcspa"
5546,"Mountain White-crowned Sparrow","Zonotrichia leucophrys oriantha","whcspa","White-crowned Sparrow","Zonotrichia leucophrys","species","whcspa"
5547,"Puget Sound White-crowned Sparrow","Zonotrichia leucophrys pugetensis","whcspa","White-crowned Sparrow","Zonotrichia leucophrys","species","whcspa"
5570,"Golden-crowned Sparrow","Zonotrichia atricapilla","gocspa","Golden-crowned Sparrow","Zonotrichia atricapilla","species","gocspa"
5530,"Harris's Sparrow","Zonotrichia querula","harspa","Harris's Sparrow","Zonotrichia querula","species","harspa"
5580,"White-throated Sparrow","Zonotrichia albicollis","whtspa","White-throated Sparrow","Zonotrichia albicollis","species","whtspa"
5586,"Zonotrichia Sparrow Hybrid","Zonotrichia sp.","zonotr1","Zonotrichia sp.","Zonotrichia sp.","spuh",NA
5743,"Sagebrush Sparrow","Artemisiospiza nevadensis","sagspa1","Sagebrush Sparrow","Artemisiospiza nevadensis","species","sagspa1"
5744,"Bell's Sparrow","Artemisiospiza belli","belspa2","Bell's Sparrow","Artemisiospiza belli","species","belspa2"
5741,"San Clemente Bell's Sparrow","Artemisiospiza belli belli","belspa2","Bell's Sparrow","Artemisiospiza belli","species","belspa2"
5740,"Unspecified Sage Sparrow","Artemisiospiza sp.","sagspa","Sagebrush/Bell's Sparrow (Sage Sparrow)","Artemisiospiza nevadensis/belli","slash",NA
5400,"Vesper Sparrow","Pooecetes gramineus","vesspa","Vesper Sparrow","Pooecetes gramineus","species","vesspa"
5480,"LeConte's Sparrow","Ammospiza leconteii","lecspa","LeConte's Sparrow","Ammospiza leconteii","species","lecspa"
5500,"Seaside Sparrow","Ammospiza maritima","seaspa","Seaside Sparrow","Ammospiza maritima","species","seaspa"
5510,"Dusky Seaside Sparrow","Ammospiza maritima nigrescens","seaspa","Seaside Sparrow","Ammospiza maritima","species","seaspa"
5511,"Cape Sable Seaside Sparrow","Ammospiza maritima mirabilis","seaspa","Seaside Sparrow","Ammospiza maritima","species","seaspa"
5491,"Nelson's Sparrow","Ammospiza nelsoni","nstspa","Nelson's Sparrow","Ammospiza nelsoni","species","nstspa"
5490,"Saltmarsh Sparrow","Ammospiza caudacuta","sstspa","Saltmarsh Sparrow","Ammospiza caudacuta","species","sstspa"
5499,"Unidentified Sharp-tailed Sparrow","Ammospiza sp.","shtspa","Nelson's/Saltmarsh Sparrow (Sharp-tailed Sparrow)","Ammospiza nelsoni/caudacuta","slash",NA
5450,"Baird's Sparrow","Centronyx bairdii","baispa","Baird's Sparrow","Centronyx bairdii","species","baispa"
5470,"Henslow's Sparrow","Centronyx henslowii","henspa","Henslow's Sparrow","Centronyx henslowii","species","henspa"
5420,"Savannah Sparrow","Passerculus sandwichensis","savspa","Savannah Sparrow","Passerculus sandwichensis","species","savspa"
5430,"Belding's Savannah Sparrow","Passerculus sandwichensis beldingi","savspa","Savannah Sparrow","Passerculus sandwichensis","species","savspa"
5410,"Ipswich Sparrow","Passerculus sandwichensis princeps","savspa","Savannah Sparrow","Passerculus sandwichensis","species","savspa"
5440,"Large-billed Sparrow","Passerculus sandwichensis rostratus","savspa","Savannah Sparrow","Passerculus sandwichensis","species","savspa"
5810,"Song Sparrow","Melospiza melodia","sonspa","Song Sparrow","Melospiza melodia","species","sonspa"
5830,"Lincoln's Sparrow","Melospiza lincolnii","linspa","Lincoln's Sparrow","Melospiza lincolnii","species","linspa"
5840,"Swamp Sparrow","Melospiza georgiana","swaspa","Swamp Sparrow","Melospiza georgiana","species","swaspa"
5910,"Canyon Towhee","Melozone fusca","cantow","Canyon Towhee","Melozone fusca","species","cantow"
5920,"Abert's Towhee","Melozone aberti","abetow","Abert's Towhee","Melozone aberti","species","abetow"
5911,"California Towhee","Melozone crissalis","caltow","California Towhee","Melozone crissalis","species","caltow"
5912,"Inyo California Towhee","Melozone crissalis eremophilus","caltow","California Towhee","Melozone crissalis","species","caltow"
5800,"Rufous-crowned Sparrow","Aimophila ruficeps","rucspa","Rufous-crowned Sparrow","Aimophila ruficeps","species","rucspa"
5900,"Green-tailed Towhee","Pipilo chlorurus","gnttow","Green-tailed Towhee","Pipilo chlorurus","species","gnttow"
5880,"Spotted Towhee","Pipilo maculatus","spotow","Spotted Towhee","Pipilo maculatus","species","spotow"
5870,"Eastern Towhee","Pipilo erythrophthalmus","eastow","Eastern Towhee","Pipilo erythrophthalmus","species","eastow"
5876,"Unidentified Rufous-sided Towhee","Pipilo sp.","y00226","Spotted/Eastern Towhee (Rufous-sided Towhee)","Pipilo maculatus/erythrophthalmus","slash",NA
6102,"Puerto Rican Tanager","Nesospingus speculiferus","purtan1","Puerto Rican Tanager","Nesospingus speculiferus","species","purtan1"
6101,"Western Spindalis","Spindalis zena","wesspi","Western Spindalis","Spindalis zena","species","wesspi"
6105,"Jamaican Spindalis","Spindalis nigricephala","jamspi","Jamaican Spindalis","Spindalis nigricephala","species",NA
6103,"Hispaniolan Spindalis","Spindalis dominicensis","hisspi","Hispaniolan Spindalis","Spindalis dominicensis","species",NA
6104,"Puerto Rican Spindalis","Spindalis portoricensis","purspi","Puerto Rican Spindalis","Spindalis portoricensis","species","purspi"
6830,"Yellow-breasted Chat","Icteria virens","yebcha","Yellow-breasted Chat","Icteria virens","species","yebcha"
4970,"Yellow-headed Blackbird","Xanthocephalus xanthocephalus","yehbla","Yellow-headed Blackbird","Xanthocephalus xanthocephalus","species","yehbla"
4940,"Bobolink","Dolichonyx oryzivorus","boboli","Bobolink","Dolichonyx oryzivorus","species","boboli"
5010,"Eastern Meadowlark","Sturnella magna","easmea","Eastern Meadowlark","Sturnella magna","species","easmea"
5011,"Western Meadowlark","Sturnella neglecta","wesmea","Western Meadowlark","Sturnella neglecta","species","wesmea"
5044,"Bahama Oriole","Icterus northropi","graori3","Bahama Oriole","Icterus northropi","species",NA
5043,"Cuban Oriole","Icterus melanopsis","graori2","Cuban Oriole","Icterus melanopsis","species",NA
5046,"Hispaniolan Oriole","Icterus dominicensis","graori1","Hispaniolan Oriole","Icterus dominicensis","species",NA
5045,"Puerto Rican Oriole","Icterus portoricensis","graori4","Puerto Rican Oriole","Icterus portoricensis","species","graori4"
5041,"Black-vented Oriole","Icterus wagleri","bkvori","Black-vented Oriole","Icterus wagleri","species",NA
5042,"Black-cowled Oriole","Icterus prosthemelas","bkcori","Black-cowled Oriole","Icterus prosthemelas","species","bkcori"
5060,"Orchard Oriole","Icterus spurius","orcori","Orchard Oriole","Icterus spurius","species","orcori"
5050,"Hooded Oriole","Icterus cucullatus","hooori","Hooded Oriole","Icterus cucullatus","species","hooori"
9166,"Venezuelan Troupial","Icterus icterus","ventro1","Venezuelan Troupial","Icterus icterus","species","ventro1"
5051,"Streak-backed Oriole","Icterus pustulatus","stbori","Streak-backed Oriole","Icterus pustulatus","species","stbori"
5080,"Bullock's Oriole","Icterus bullockii","bulori","Bullock's Oriole","Icterus bullockii","species","bulori"
9169,"Jamaican Oriole","Icterus leucopteryx","jamori1","Jamaican Oriole","Icterus leucopteryx","species",NA
5032,"Spot-breasted Oriole","Icterus pectoralis","spbori","Spot-breasted Oriole","Icterus pectoralis","species","spbori"
5031,"Altamira Oriole","Icterus gularis","altori","Altamira Oriole","Icterus gularis","species","altori"
5030,"Audubon's Oriole","Icterus graduacauda","audori","Audubon's Oriole","Icterus graduacauda","species","audori"
5070,"Baltimore Oriole","Icterus galbula","balori","Baltimore Oriole","Icterus galbula","species","balori"
5078,"Baltimore X Bullock's Oriole Hybrid","Icterus galbula x bullockii",NA,NA,NA,NA,NA
5040,"Scott's Oriole","Icterus parisorum","scoori","Scott's Oriole","Icterus parisorum","species","scoori"
4980,"Red-winged Blackbird","Agelaius phoeniceus","rewbla","Red-winged Blackbird","Agelaius phoeniceus","species","rewbla"
5000,"Tricolored Blackbird","Agelaius tricolor","tribla","Tricolored Blackbird","Agelaius tricolor","species","tribla"
5001,"Tawny-shouldered Blackbird","Agelaius humeralis","tasbla","Tawny-shouldered Blackbird","Agelaius humeralis","species",NA
5002,"Yellow-shouldered Blackbird","Agelaius xanthomus","yesbla1","Yellow-shouldered Blackbird","Agelaius xanthomus","species",NA
4961,"Shiny Cowbird","Molothrus bonariensis","shicow","Shiny Cowbird","Molothrus bonariensis","species","shicow"
4960,"Bronzed Cowbird","Molothrus aeneus","brocow","Bronzed Cowbird","Molothrus aeneus","species","brocow"
4950,"Brown-headed Cowbird","Molothrus ater","bnhcow","Brown-headed Cowbird","Molothrus ater","species","bnhcow"
5090,"Rusty Blackbird","Euphagus carolinus","rusbla","Rusty Blackbird","Euphagus carolinus","species","rusbla"
5100,"Brewer's Blackbird","Euphagus cyanocephalus","brebla","Brewer's Blackbird","Euphagus cyanocephalus","species","brebla"
5110,"Common Grackle","Quiscalus quiscula","comgra","Common Grackle","Quiscalus quiscula","species","comgra"
5130,"Boat-tailed Grackle","Quiscalus major","botgra","Boat-tailed Grackle","Quiscalus major","species","botgra"
5120,"Great-tailed Grackle","Quiscalus mexicanus","grtgra","Great-tailed Grackle","Quiscalus mexicanus","species","grtgra"
5131,"Greater Antillean Grackle","Quiscalus niger","gragra1","Greater Antillean Grackle","Quiscalus niger","species","gragra1"
6740,"Ovenbird","Seiurus aurocapilla","ovenbi1","Ovenbird","Seiurus aurocapilla","species","ovenbi1"
6390,"Worm-eating Warbler","Helmitheros vermivorum","woewar1","Worm-eating Warbler","Helmitheros vermivorum","species","woewar1"
6760,"Louisiana Waterthrush","Parkesia motacilla","louwat","Louisiana Waterthrush","Parkesia motacilla","species","louwat"
6750,"Northern Waterthrush","Parkesia noveboracensis","norwat","Northern Waterthrush","Parkesia noveboracensis","species","norwat"
6420,"Golden-winged Warbler","Vermivora chrysoptera","gowwar","Golden-winged Warbler","Vermivora chrysoptera","species","gowwar"
6410,"Blue-winged Warbler","Vermivora cyanoptera","buwwar","Blue-winged Warbler","Vermivora cyanoptera","species","buwwar"
6412,"Brewster's Warbler","Vermivora chrysoptera x cyanoptera","x00669","Golden-winged x Blue-winged Warbler (hybrid)","Vermivora chrysoptera x cyanoptera","hybrid",NA
6413,"Lawrence's Warbler","Vermivora chrysoptera x cyanoptera","x00669","Golden-winged x Blue-winged Warbler (hybrid)","Vermivora chrysoptera x cyanoptera","hybrid",NA
6416,"Golden-winged x Blue-winged Warbler Hybrid","Vermivora chrysoptera x cyanoptera","x00669","Golden-winged x Blue-winged Warbler (hybrid)","Vermivora chrysoptera x cyanoptera","hybrid",NA
6360,"Black-and-white Warbler","Mniotilta varia","bawwar","Black-and-white Warbler","Mniotilta varia","species","bawwar"
6370,"Prothonotary Warbler","Protonotaria citrea","prowar","Prothonotary Warbler","Protonotaria citrea","species","prowar"
6380,"Swainson's Warbler","Limnothlypis swainsonii","swawar","Swainson's Warbler","Limnothlypis swainsonii","species","swawar"
6470,"Tennessee Warbler","Leiothlypis peregrina","tenwar","Tennessee Warbler","Leiothlypis peregrina","species","tenwar"
6460,"Orange-crowned Warbler","Leiothlypis celata","orcwar","Orange-crowned Warbler","Leiothlypis celata","species","orcwar"
6471,"Colima Warbler","Leiothlypis crissalis","colwar","Colima Warbler","Leiothlypis crissalis","species","colwar"
6430,"Lucy's Warbler","Leiothlypis luciae","lucwar","Lucy's Warbler","Leiothlypis luciae","species","lucwar"
6450,"Nashville Warbler","Leiothlypis ruficapilla","naswar","Nashville Warbler","Leiothlypis ruficapilla","species","naswar"
6440,"Virginia's Warbler","Leiothlypis virginiae","virwar","Virginia's Warbler","Leiothlypis virginiae","species","virwar"
6780,"Connecticut Warbler","Oporornis agilis","conwar","Connecticut Warbler","Oporornis agilis","species","conwar"
6821,"Gray-crowned Yellowthroat","Geothlypis poliocephala","gycyel","Gray-crowned Yellowthroat","Geothlypis poliocephala","species","gycyel"
6800,"MacGillivray's Warbler","Geothlypis tolmiei","macwar","MacGillivray's Warbler","Geothlypis tolmiei","species","macwar"
6790,"Mourning Warbler","Geothlypis philadelphia","mouwar","Mourning Warbler","Geothlypis philadelphia","species","mouwar"
6770,"Kentucky Warbler","Geothlypis formosa","kenwar","Kentucky Warbler","Geothlypis formosa","species","kenwar"
9145,"Bahama Yellowthroat","Geothlypis rostrata","bahyel1","Bahama Yellowthroat","Geothlypis rostrata","species","bahyel1"
6810,"Common Yellowthroat","Geothlypis trichas","comyel","Common Yellowthroat","Geothlypis trichas","species","comyel"
6581,"Elfin-woods Warbler","Setophaga angelae","elwwar1","Elfin-woods Warbler","Setophaga angelae","species",NA
9141,"Arrowhead Warbler","Setophaga pharetra","arrwar1","Arrowhead Warbler","Setophaga pharetra","species","arrwar1"
6840,"Hooded Warbler","Setophaga  citrina","hoowar","Hooded Warbler","Setophaga citrina","species","hoowar"
6870,"American Redstart","Setophaga ruticilla","amered","American Redstart","Setophaga ruticilla","species","amered"
6700,"Kirtland's Warbler","Setophaga kirtlandii","kirwar","Kirtland's Warbler","Setophaga kirtlandii","species","kirwar"
6500,"Cape May Warbler","Setophaga tigrina","camwar","Cape May Warbler","Setophaga tigrina","species","camwar"
6580,"Cerulean Warbler","Setophaga cerulea","cerwar","Cerulean Warbler","Setophaga cerulea","species","cerwar"
6480,"Northern Parula","Setophaga americana","norpar","Northern Parula","Setophaga americana","species","norpar"
6490,"Tropical Parula","Setophaga pitiayumi","tropar","Tropical Parula","Setophaga pitiayumi","species","tropar"
6570,"Magnolia Warbler","Setophaga magnolia","magwar","Magnolia Warbler","Setophaga magnolia","species","magwar"
6600,"Bay-breasted Warbler","Setophaga castanea","babwar","Bay-breasted Warbler","Setophaga castanea","species","babwar"
6620,"Blackburnian Warbler","Setophaga fusca","bkbwar","Blackburnian Warbler","Setophaga fusca","species","bkbwar"
6520,"Yellow Warbler","Setophaga petechia","yelwar","Yellow Warbler","Setophaga petechia","species","yelwar"
6590,"Chestnut-sided Warbler","Setophaga pensylvanica","chswar","Chestnut-sided Warbler","Setophaga pensylvanica","species","chswar"
6610,"Blackpoll Warbler","Setophaga striata","bkpwar","Blackpoll Warbler","Setophaga striata","species","bkpwar"
6540,"Black-throated Blue Warbler","Setophaga caerulescens","btbwar","Black-throated Blue Warbler","Setophaga caerulescens","species","btbwar"
6720,"Western Palm Warbler","Setophaga palmarum palmarum","palwar","Palm Warbler","Setophaga palmarum","species","palwar"
6729,"Yellow Palm Warbler","Setophaga palmarum hypochrysea","palwar","Palm Warbler","Setophaga palmarum","species","palwar"
9138,"Olive-capped Warbler","Setophaga pityophila","olcwar1","Olive-capped Warbler","Setophaga pityophila","species","olcwar1"
6710,"Pine Warbler","Setophaga pinus","pinwar","Pine Warbler","Setophaga pinus","species","pinwar"
6556,"Unknown Yellow-rumped Warbler","Setophaga coronata","yerwar","Yellow-rumped Warbler","Setophaga coronata","species","yerwar"
6550,"Myrtle Warbler","Setophaga coronata coronata","yerwar","Yellow-rumped Warbler","Setophaga coronata","species","yerwar"
6560,"Audubon's Warbler","Setophaga auduboni auduboni","yerwar","Yellow-rumped Warbler","Setophaga coronata","species","yerwar"
6630,"Yellow-throated Warbler","Setophaga dominica","yetwar","Yellow-throated Warbler","Setophaga dominica","species","yetwar"
6634,"Sutton's Warbler","Setophaga americana x dominica","sutwar","Northern Parula x Yellow-throated Warbler (hybrid)","Setophaga americana x dominica","hybrid",NA
6730,"Prairie Warbler","Setophaga discolor","prawar","Prairie Warbler","Setophaga discolor","species","prawar"
6641,"Adelaide's Warbler","Setophaga adelaidae","adewar1","Adelaide's Warbler","Setophaga adelaidae","species","adewar1"
6642,"Barbuda Warbler","Setophaga subita","barwar","Barbuda Warbler","Setophaga subita","species","barwar"
6643,"St. Lucia Warbler","Setophaga delicata","stlwar","St. Lucia Warbler","Setophaga delicata","species","stlwar"
6640,"Grace's Warbler","Setophaga graciae","grawar","Grace's Warbler","Setophaga graciae","species","grawar"
6650,"Black-throated Gray Warbler","Setophaga nigrescens","btywar","Black-throated Gray Warbler","Setophaga nigrescens","species","btywar"
6680,"Townsend's Warbler","Setophaga townsendi","towwar","Townsend's Warbler","Setophaga townsendi","species","towwar"
6690,"Hermit Warbler","Setophaga occidentalis","herwar","Hermit Warbler","Setophaga occidentalis","species","herwar"
6686,"Townsend's X Hermit Warbler Hybrid","Setophaga townsendi x occidentalis","x00059","Townsend's x Hermit Warbler (hybrid)","Setophaga townsendi x occidentalis","hybrid",NA
6660,"Golden-cheeked Warbler","Setophaga chrysoparia","gchwar","Golden-cheeked Warbler","Setophaga chrysoparia","species","gchwar"
6670,"Black-throated Green Warbler","Setophaga virens","btnwar","Black-throated Green Warbler","Setophaga virens","species","btnwar"
6881,"Fan-tailed Warbler","Basileuterus lachrymosus","fatwar","Fan-tailed Warbler","Basileuterus lachrymosus","species","fatwar"
6921,"Rufous-capped Warbler","Basileuterus rufifrons","rucwar","Rufous-capped Warbler","Basileuterus rufifrons","species","rucwar"
6920,"Golden-crowned Warbler","Basileuterus culicivorus","gcrwar","Golden-crowned Warbler","Basileuterus culicivorus","species","gcrwar"
6860,"Canada Warbler","Cardellina canadensis","canwar","Canada Warbler","Cardellina canadensis","species","canwar"
6850,"Wilson's Warbler","Cardellina pusilla","wlswar","Wilson's Warbler","Cardellina pusilla","species","wlswar"
6900,"Red-faced Warbler","Cardellina rubrifrons","refwar","Red-faced Warbler","Cardellina rubrifrons","species","refwar"
6880,"Painted Redstart","Myioborus pictus","paired","Painted Redstart","Myioborus pictus","species","paired"
6890,"Slate-throated Redstart","Myioborus miniatus","sltred","Slate-throated Redstart","Myioborus miniatus","species","sltred"
6366,"Hybrid Warbler","",NA,NA,NA,NA,NA
6090,"Hepatic Tanager","Piranga flava","heptan","Hepatic Tanager","Piranga flava","species","heptan"
6100,"Summer Tanager","Piranga rubra","sumtan","Summer Tanager","Piranga rubra","species","sumtan"
6080,"Scarlet Tanager","Piranga olivacea","scatan","Scarlet Tanager","Piranga olivacea","species","scatan"
6070,"Western Tanager","Piranga ludoviciana","westan","Western Tanager","Piranga ludoviciana","species","westan"
6071,"Flame-colored Tanager","Piranga bidentata","flctan","Flame-colored Tanager","Piranga bidentata","species","flctan"
5930,"Northern Cardinal","Cardinalis cardinalis","norcar","Northern Cardinal","Cardinalis cardinalis","species","norcar"
5940,"Pyrrhuloxia","Cardinalis sinuatus","pyrrhu","Pyrrhuloxia","Cardinalis sinuatus","species","pyrrhu"
5950,"Rose-breasted Grosbeak","Pheucticus ludovicianus","robgro","Rose-breasted Grosbeak","Pheucticus ludovicianus","species","robgro"
5960,"Black-headed Grosbeak","Pheucticus melanocephalus","bkhgro","Black-headed Grosbeak","Pheucticus melanocephalus","species","bkhgro"
5971,"Blue Bunting","Cyanocompsa parellina","blubun","Blue Bunting","Cyanocompsa parellina","species","blubun"
5970,"Blue Grosbeak","Passerina caerulea","blugrb1","Blue Grosbeak","Passerina caerulea","species","blugrb1"
5990,"Lazuli Bunting","Passerina amoena","lazbun","Lazuli Bunting","Passerina amoena","species","lazbun"
5980,"Indigo Bunting","Passerina cyanea","indbun","Indigo Bunting","Passerina cyanea","species","indbun"
5986,"Indigo X Lazuli Bunting Hybrid","Passerina amoena x cyanea","ixlbun","Lazuli x Indigo Bunting (hybrid)","Passerina amoena x cyanea","hybrid",NA
6000,"Varied Bunting","Passerina versicolor","varbun","Varied Bunting","Passerina versicolor","species","varbun"
6010,"Painted Bunting","Passerina ciris","paibun","Painted Bunting","Passerina ciris","species","paibun"
6040,"Dickcissel","Spiza americana","dickci","Dickcissel","Spiza americana","species","dickci"
5922,"Red-crested Cardinal","Paroaria coronata","reccar","Red-crested Cardinal","Paroaria coronata","species","reccar"
5923,"Yellow-billed Cardinal","Paroaria capitata","yebcar","Yellow-billed Cardinal","Paroaria capitata","species","yebcar"
5861,"Saffron Finch","Sicalis flaveola","saffin","Saffron Finch","Sicalis flaveola","species","saffin"
9184,"Blue-black Grassquit","Volatinia jacarina","blbgra1","Blue-black Grassquit","Volatinia jacarina","species","blbgra1"
6350,"Bananaquit","Coereba flaveola","banana","Bananaquit","Coereba flaveola","species","banana"
6032,"Yellow-faced Grassquit","Tiaris olivaceus","yefgra1","Yellow-faced Grassquit","Tiaris olivaceus","species","yefgra1"
9151,"Orangequit","Euneornis campestris","orange1","Orangequit","Euneornis campestris","species",NA
6021,"Puerto Rican Bullfinch","Melopyrrha portoricensis","purbul1","Puerto Rican Bullfinch","Melopyrrha portoricensis","species","purbul1"
9178,"Greater Antillean Bullfinch","Melopyrrha violacea","grabul1","Greater Antillean Bullfinch","Melopyrrha violacea","species","grabul1"
9176,"Yellow-shouldered Grassquit","Loxipasser anoxanthus","yesgra1","Yellow-shouldered Grassquit","Loxipasser anoxanthus","species",NA
6031,"Cuban Grassquit","Phonipara canora","cubgra","Cuban Grassquit","Phonipara canora","species",NA
6022,"Lesser Antillean Bullfinch","Loxigilla noctis","leabul1","Lesser Antillean Bullfinch","Loxigilla noctis","species","leabul1"
6030,"Black-faced Grassquit","Melanospiza bicolor","bkfgra","Black-faced Grassquit","Melanospiza bicolor","species","bkfgra"
6020,"White-collared Seedeater","Sporophila torqueola","whcsee","Morelet's/Cinnamon-rumped Seedeater","Sporophila morelleti/torqueola","slash",NA
9182,"Yellow-bellied Seedeater","Sporophila nigricollis","yebsee1","Yellow-bellied Seedeater","Sporophila nigricollis","species","yebsee1"
9996,"Hybrid Passerine","",NA,NA,NA,NA,NA
0,"Unidentified Dead Bird","",NA,NA,NA,NA,NA
